Series Name,Series Code,Country Name,Country Code,"2012 [YR2012] =AVERAGE(IF(ISBLANK(2012[YR2012]:2012[YR2012]), """", 2012[YR2012]:2012[YR2012))",2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Latin America & Caribbean (excluding high income),LAC,54141976261,58224976109,64132465411,66701100396,71234508365,75265640564,79006050570,81459149602,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,59874589652,63862361844,70022743701,72190861861,76695528986,81435539842,85166901576,86710962274,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Least developed countries: UN classification,LDC,16578249163,18979582441,21096261688,20150891371,20172369303,21500887186,24732461287,26746319783,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Low & middle income,LMY,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Low income,LIC,8932397340,9370763422,9850364367,8488774697,8614503882,8999448388,11679698813,11751847677,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Lower middle income,LMC,92259215009,93880688709,99605093629,98307158972,98018347429,1.18023E+11,1.33339E+11,1.45059E+11,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Middle East & North Africa,MEA,78853040450,78684512628,88079100651,1.00067E+11,1.03732E+11,1.18783E+11,1.31897E+11,1.45144E+11,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Middle East & North Africa (excluding high income),MNA,42877446813,38977156885,42760551002,39031279223,35484947279,43470158784,49964342954,55317558282,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Middle East & North Africa (IDA & IBRD countries),TMN,42401636570,38441546950,42344851256,38719457235,35252808778,43252384810,49728453994,55056396011,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Middle income,MIC,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,North America,NAC,2.4893E+11,2.71831E+11,2.84052E+11,2.93969E+11,2.91481E+11,2.98204E+11,3.08764E+11,3.05558E+11,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Not classified,INX,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,OECD members,OED,7.54918E+11,8.10931E+11,8.60418E+11,8.37045E+11,8.47292E+11,9.07571E+11,9.84306E+11,9.97064E+11,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Other small states,OSS,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Pacific island small states,PSS,1671951539,1705351733,1820070721,1806695409,1932423304,2029445732,2248465668,2233673134,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Post-demographic dividend,PST,8.05874E+11,8.67693E+11,9.10481E+11,8.63146E+11,8.80103E+11,9.34171E+11,1.01162E+12,1.00079E+12,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Pre-demographic dividend,PRE,13233225046,14150528914,15267753206,14884321870,16057706734,18096161336,17270492334,19266611570,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Small states,SST,31534003912,34143591415,39264024276,41277918133,44254737521,50207227370,51565534602,52579729788,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,South Asia,SAS,23886000000,25794000000,28701000000,29921300003,32045300003,37826000000,39918000000,41884000000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,South Asia (IDA & IBRD),TSA,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Sub-Saharan Africa,SSF,30407598947,30395296705,31525801556,28744759940,29035443371,33098286016,35520914707,34919262973,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Sub-Saharan Africa (excluding high income),SSA,29953028926,29881879340,31015771032,28232287981,28500418419,32478410641,34873646198,34263192235,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,30407598947,30395296705,31525801556,28744759940,29035443371,33098286016,35520914707,34919262973,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Upper middle income,UMC,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000,3456000
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,World,WLD,1.37544E+12,1.48187E+12,1.56328E+12,1.51675E+12,1.54114E+12,1.68121E+12,1.82996E+12,1.86307E+12,3456000
